Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020


	=SUBTOTAL(109,B6:B9936)															
5663	1	sp|Q15750|TAB1_HUMAN	 	 	 	 	31.9	504	54643	TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=TAB1 PE=1 SV=1	14	14	1.000	14	14	14.000
5664	1	sp|Q15751|HERC1_HUMAN	 	 	 	 	3.9	4861	532222	Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens (Human) OX=9606 GN=HERC1 PE=1 SV=2	17	17	1.000	17	17	17.000
5665	1	sp|Q15758|AAAT_HUMAN	 	 	 	 	12.4	541	56598	Neutral amino acid transporter B(0) OS=Homo sapiens (Human) OX=9606 GN=SLC1A5 PE=1 SV=2	14	14	1.000	14	14	14.000
5666	1	sp|Q15771|RAB30_HUMAN	 	 	sp|O95716|RAB3D_HUMAN, sp|P20338|RAB4A_HUMAN, sp|P20340|RAB6A_HUMAN, sp|P59190|RAB15_HUMAN, sp|P61006|RAB8A_HUMAN, sp|P61018|RAB4B_HUMAN, sp|P61026|RAB10_HUMAN, sp|P61106|RAB14_HUMAN, sp|P62820|RAB1A_HUMAN, sp|Q15286|RAB35_HUMAN, sp|Q15771|RAB30_HUMAN, sp|Q6IQ22|RAB12_HUMAN, sp|Q86YS6|RAB43_HUMAN, sp|Q92930|RAB8B_HUMAN, sp|Q96AX2|RAB37_HUMAN, sp|Q96DA2|RB39B_HUMAN, sp|Q9H082|RB33B_HUMAN, sp|Q9H0U4|RAB1B_HUMAN, sp|Q9NRW1|RAB6B_HUMAN	 	23.2	203	23058	Ras-related protein Rab-30 OS=Homo sapiens (Human) OX=9606 GN=RAB30 PE=1 SV=2	29	3	0.103	29	3	3.261
5667	1	sp|Q15773|MLF2_HUMAN	 	 	 	 	22.2	248	28147	Myeloid leukemia factor 2 OS=Homo sapiens (Human) OX=9606 GN=MLF2 PE=1 SV=1	4	4	1.000	4	4	4.000
5668	1	sp|Q15776|ZKSC8_HUMAN	 	 	 	 	10.9	578	65815	Zinc finger protein with KRAB and SCAN domains 8 OS=Homo sapiens (Human) OX=9606 GN=ZKSCAN8 PE=1 SV=2	3	3	1.000	3	3	3.000
5669	1	sp|Q15785|TOM34_HUMAN	 	 	 	 	39.5	309	34559	Mitochondrial import receptor subunit TOM34 OS=Homo sapiens (Human) OX=9606 GN=TOMM34 PE=1 SV=2	23	23	1.000	23	23	23.000
5670	1	sp|Q15796|SMAD2_HUMAN	 	 	sp|O15198|SMAD9_HUMAN, sp|P84022|SMAD3_HUMAN, sp|Q15796|SMAD2_HUMAN, sp|Q15797|SMAD1_HUMAN, sp|Q99717|SMAD5_HUMAN	 	18.4	467	52306	Mothers against decapentaplegic homolog 2 OS=Homo sapiens (Human) OX=9606 GN=SMAD2 PE=1 SV=1	21	4	0.190	21	4	9.992
5672	1	sp|Q15800|MSMO1_HUMAN	 	 	 	 	8.9	293	35215	Methylsterol monooxygenase 1 OS=Homo sapiens (Human) OX=9606 GN=MSMO1 PE=1 SV=1	3	3	1.000	3	3	3.000
5673	1	sp|Q15811|ITSN1_HUMAN	 	 	sp|Q15811|ITSN1_HUMAN, sp|Q9NZM3|ITSN2_HUMAN	 	7.2	1721	195419	Intersectin-1 OS=Homo sapiens (Human) OX=9606 GN=ITSN1 PE=1 SV=3	15	10	0.667	15	10	10.833
5674	1	sp|Q15813|TBCE_HUMAN	 	 	 	 	46.5	527	59345	Tubulin-specific chaperone E OS=Homo sapiens (Human) OX=9606 GN=TBCE PE=1 SV=1	31	31	1.000	31	31	31.000
5675	1	sp|Q15814|TBCC_HUMAN	 	 	 	 	23.7	346	39248	Tubulin-specific chaperone C OS=Homo sapiens (Human) OX=9606 GN=TBCC PE=1 SV=2	16	16	1.000	16	16	16.000
5676	1	sp|Q15819|UB2V2_HUMAN	 	 	sp|Q13404|UB2V1_HUMAN, sp|Q15819|UB2V2_HUMAN	 	64.8	145	16363	Ubiquitin-conjugating enzyme E2 variant 2 OS=Homo sapiens (Human) OX=9606 GN=UBE2V2 PE=1 SV=4	58	27	0.466	58	27	42.500
5677	1	sp|Q15831|STK11_HUMAN	 	 	 	 	12.7	433	48635	Serine/threonine-protein kinase STK11 OS=Homo sapiens (Human) OX=9606 GN=STK11 PE=1 SV=1	5	5	1.000	5	5	5.000
5678	1	sp|Q15833|STXB2_HUMAN	 	 	REV_P16591, sp|Q15833|STXB2_HUMAN	 	41.1	593	66452	Syntaxin-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=STXBP2 PE=1 SV=2	47	46	0.979	47	46	46.979
5679	1	sp|Q15834|CC85B_HUMAN	 	 	sp|Q15834|CC85B_HUMAN, sp|Q9BRZ2|TRI56_HUMAN	 	8.4	202	22091	Coiled-coil domain-containing protein 85B OS=Homo sapiens (Human) OX=9606 GN=CCDC85B PE=1 SV=2	2	1	0.500	2	1	1.056
5680	1	sp|Q15836|VAMP3_HUMAN	 	 	 	 	40.0	100	11309	Vesicle-associated membrane protein 3 OS=Homo sapiens (Human) OX=9606 GN=VAMP3 PE=1 SV=3	7	7	1.000	7	7	7.000
5681	1	sp|Q15843|NEDD8_HUMAN	 	 	 	 	39.5	81	9071	NEDD8 OS=Homo sapiens (Human) OX=9606 GN=NEDD8 PE=1 SV=1	21	21	1.000	21	21	21.000
5682	1	sp|Q15853|USF2_HUMAN	 	 	 	 	11.6	346	36954	Upstream stimulatory factor 2 OS=Homo sapiens (Human) OX=9606 GN=USF2 PE=1 SV=1	13	13	1.000	13	13	13.000
5683	1	sp|Q15904|VAS1_HUMAN	 	 	 	 	29.8	470	52025	V-type proton ATPase subunit S1 OS=Homo sapiens (Human) OX=9606 GN=ATP6AP1 PE=1 SV=2	34	34	1.000	34	34	34.000
5684	1	sp|Q15906|VPS72_HUMAN	 	 	 	 	32.7	364	40594	Vacuolar protein sorting-associated protein 72 homolog OS=Homo sapiens (Human) OX=9606 GN=VPS72 PE=1 SV=1	7	7	1.000	7	7	7.000
5686	1	sp|Q15910|EZH2_HUMAN	 	 	 	 	12.3	746	85362	Histone-lysine N-methyltransferase EZH2 OS=Homo sapiens (Human) OX=9606 GN=EZH2 PE=1 SV=2	12	12	1.000	12	12	12.000
5687	1	sp|Q15911|ZFHX3_HUMAN	 	 	 	 	1.9	3703	404414	Zinc finger homeobox protein 3 OS=Homo sapiens (Human) OX=9606 GN=ZFHX3 PE=1 SV=2	6	6	1.000	6	6	6.000
5688	1	sp|Q15942|ZYX_HUMAN	 	 	 	 	26.9	572	61277	Zyxin OS=Homo sapiens (Human) OX=9606 GN=ZYX PE=1 SV=1	19	19	1.000	19	19	19.000
5689	1	sp|Q16134|ETFD_HUMAN	 	 	 	 	31.4	617	68495	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ETFDH PE=1 SV=2	25	25	1.000	25	25	25.000
5690	1	sp|Q16181|SEPT7_HUMAN	 	 	sp|O43236|SEPT4_HUMAN, sp|Q14141|SEPT6_HUMAN, sp|Q16181|SEPT7_HUMAN, sp|Q92599|SEPT8_HUMAN, sp|Q9NVA2|SEP11_HUMAN	 	55.4	437	50679	Septin-7 OS=Homo sapiens (Human) OX=9606 GN=SEPTIN7 PE=1 SV=2	94	71	0.755	94	71	86.637
5691	1	sp|Q16186|ADRM1_HUMAN	 	 	 	 	17.0	407	42153	Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens (Human) OX=9606 GN=ADRM1 PE=1 SV=2	11	11	1.000	11	11	11.000
5692	1	sp|Q16204|CCDC6_HUMAN	 	 	 	 	41.4	474	53290	Coiled-coil domain-containing protein 6 OS=Homo sapiens (Human) OX=9606 GN=CCDC6 PE=1 SV=2	48	48	1.000	48	48	48.000
5693	1	sp|Q16222|UAP1_HUMAN	 	 	 	 	21.6	522	58768	UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens (Human) OX=9606 GN=UAP1 PE=1 SV=3	11	11	1.000	11	11	11.000
5694	1	sp|Q16254|E2F4_HUMAN	 	 	 	 	9.2	413	43960	Transcription factor E2F4 OS=Homo sapiens (Human) OX=9606 GN=E2F4 PE=1 SV=2	10	10	1.000	10	10	10.000
5695	1	sp|Q16401|PSMD5_HUMAN	 	 	 	 	42.1	504	56195	26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens (Human) OX=9606 GN=PSMD5 PE=1 SV=3	53	53	1.000	53	53	53.000
5696	1	sp|Q16512|PKN1_HUMAN	 	 	sp|Q16512|PKN1_HUMAN, sp|Q16513|PKN2_HUMAN	 	15.9	942	103931	Serine/threonine-protein kinase N1 OS=Homo sapiens (Human) OX=9606 GN=PKN1 PE=1 SV=2	27	23	0.852	27	23	25.140
5697	1	sp|Q16513|PKN2_HUMAN	 	 	sp|Q16512|PKN1_HUMAN, sp|Q16513|PKN2_HUMAN, sp|Q9P2R3|ANFY1_HUMAN	 	20.2	984	112033	Serine/threonine-protein kinase N2 OS=Homo sapiens (Human) OX=9606 GN=PKN2 PE=1 SV=1	26	20	0.769	26	20	22.516
5698	1	sp|Q16514|TAF12_HUMAN	 	 	 	 	16.1	161	17924	Transcription initiation factor TFIID subunit 12 OS=Homo sapiens (Human) OX=9606 GN=TAF12 PE=1 SV=1	4	4	1.000	4	4	4.000
5699	1	sp|Q16531|DDB1_HUMAN	 	 	 	 	41.0	1140	126966	DNA damage-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=DDB1 PE=1 SV=1	281	281	1.000	281	281	281.000
5700	1	sp|Q16533|SNPC1_HUMAN	 	 	 	 	5.7	368	42994	snRNA-activating protein complex subunit 1 OS=Homo sapiens (Human) OX=9606 GN=SNAPC1 PE=1 SV=1	2	2	1.000	2	2	2.000
5701	1	sp|Q16537|2A5E_HUMAN	 	 	sp|Q13362|2A5G_HUMAN, sp|Q14738|2A5D_HUMAN, sp|Q16537|2A5E_HUMAN	 	20.3	467	54699	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform OS=Homo sapiens (Human) OX=9606 GN=PPP2R5E PE=1 SV=1	21	17	0.810	21	17	18.541
5702	1	sp|Q16539|MK14_HUMAN	 	 	sp|O15264|MK13_HUMAN, sp|P45983|MK08_HUMAN, sp|P45984|MK09_HUMAN, sp|P53779|MK10_HUMAN, sp|Q15746|MYLK_HUMAN, sp|Q16539|MK14_HUMAN	 	59.7	360	41293	Mitogen-activated protein kinase 14 OS=Homo sapiens (Human) OX=9606 GN=MAPK14 PE=1 SV=3	42	30	0.714	42	30	36.923
5703	1	sp|Q16540|RM23_HUMAN	 	 	 	 	24.2	153	17781	39S ribosomal protein L23, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=MRPL23 PE=1 SV=1	16	16	1.000	16	16	16.000
5704	1	sp|Q16543|CDC37_HUMAN	 	 	 	 	48.7	378	44468	Hsp90 co-chaperone Cdc37 OS=Homo sapiens (Human) OX=9606 GN=CDC37 PE=1 SV=1	102	102	1.000	102	102	102.000
5705	1	sp|Q16555|DPYL2_HUMAN	 	 	sp|Q14194|DPYL1_HUMAN, sp|Q14195|DPYL3_HUMAN, sp|Q16555|DPYL2_HUMAN	 	62.8	572	62293	Dihydropyrimidinase-related protein 2 OS=Homo sapiens (Human) OX=9606 GN=DPYSL2 PE=1 SV=1	90	64	0.711	90	64	87.820
5706	1	sp|Q16563|SYPL1_HUMAN	 	 	 	 	22.4	259	28565	Synaptophysin-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=SYPL1 PE=1 SV=1	11	11	1.000	11	11	11.000
5707	1	sp|Q16566|KCC4_HUMAN	 	 	sp|O43353|RIPK2_HUMAN, sp|Q16566|KCC4_HUMAN	 	14.4	473	51925	Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens (Human) OX=9606 GN=CAMK4 PE=1 SV=1	10	9	0.900	10	9	9.391
5708	1	sp|Q16576|RBBP7_HUMAN	 	 	sp|Q09028|RBBP4_HUMAN, sp|Q16576|RBBP7_HUMAN	 	42.4	425	47820	Histone-binding protein RBBP7 OS=Homo sapiens (Human) OX=9606 GN=RBBP7 PE=1 SV=1	73	26	0.356	73	26	49.500
5709	1	sp|Q16594|TAF9_HUMAN	 	 	sp|Q16594|TAF9_HUMAN, sp|Q9HBM6|TAF9B_HUMAN	 	30.3	264	28974	Transcription initiation factor TFIID subunit 9 OS=Homo sapiens (Human) OX=9606 GN=TAF9 PE=1 SV=1	11	4	0.364	11	4	6.545
5710	1	sp|Q16595|FRDA_HUMAN	 	 	 	 	28.1	210	23135	Frataxin, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=FXN PE=1 SV=2	12	12	1.000	12	12	12.000
5711	1	sp|Q16611|BAK_HUMAN	 	 	 	 	33.6	211	23408	Bcl-2 homologous antagonist/killer OS=Homo sapiens (Human) OX=9606 GN=BAK1 PE=1 SV=1	4	4	1.000	4	4	4.000
5712	1	sp|Q16625|OCLN_HUMAN	 	 	 	 	16.7	522	59143	Occludin OS=Homo sapiens (Human) OX=9606 GN=OCLN PE=1 SV=1	13	13	1.000	13	13	13.000
5713	1	sp|Q16629|SRSF7_HUMAN	 	 	sp|P84103|SRSF3_HUMAN, sp|Q16629|SRSF7_HUMAN	 	29.8	238	27366	Serine/arginine-rich splicing factor 7 OS=Homo sapiens (Human) OX=9606 GN=SRSF7 PE=1 SV=1	42	39	0.929	42	39	40.073
5714	1	sp|Q16630|CPSF6_HUMAN	 	 	 	 	25.0	551	59209	Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens (Human) OX=9606 GN=CPSF6 PE=1 SV=2	40	40	1.000	40	40	40.000
5715	1	sp|Q16637|SMN_HUMAN	 	 	 	 	18.4	294	31848	Survival motor neuron protein OS=Homo sapiens (Human) OX=9606 GN=SMN2 PE=1 SV=1	7	7	1.000	7	7	7.000
5716	1	sp|Q16643|DREB_HUMAN	 	 	 	 	26.7	649	71428	Drebrin OS=Homo sapiens (Human) OX=9606 GN=DBN1 PE=1 SV=4	38	38	1.000	38	38	38.000
5717	1	sp|Q16644|MAPK3_HUMAN	 	 	sp|P49137|MAPK2_HUMAN, sp|P51817|PRKX_HUMAN, sp|Q16644|MAPK3_HUMAN	 	14.7	382	42987	MAP kinase-activated protein kinase 3 OS=Homo sapiens (Human) OX=9606 GN=MAPKAPK3 PE=1 SV=1	19	7	0.368	19	7	9.160
5718	1	sp|Q16649|NFIL3_HUMAN	 	 	 	 	4.1	462	51471	Nuclear factor interleukin-3-regulated protein OS=Homo sapiens (Human) OX=9606 GN=NFIL3 PE=1 SV=2	2	2	1.000	2	2	2.000
5719	1	sp|Q16650|TBR1_HUMAN	 	 	 	 	4.1	682	74052	T-box brain protein 1 OS=Homo sapiens (Human) OX=9606 GN=TBR1 PE=1 SV=1	2	2	1.000	2	2	2.000
5720	1	sp|Q16656|NRF1_HUMAN	 	 	 	 	4.2	503	53540	Nuclear respiratory factor 1 OS=Homo sapiens (Human) OX=9606 GN=NRF1 PE=1 SV=1	7	7	1.000	7	7	7.000
5721	1	sp|Q16658|FSCN1_HUMAN	 	 	 	 	25.8	493	54529	Fascin OS=Homo sapiens (Human) OX=9606 GN=FSCN1 PE=1 SV=3	28	28	1.000	28	28	28.000
5722	1	sp|Q16666|IF16_HUMAN	 	 	 	 	18.6	785	88255	Gamma-interferon-inducible protein 16 OS=Homo sapiens (Human) OX=9606 GN=IFI16 PE=1 SV=3	48	48	1.000	48	48	48.000
5723	1	sp|Q16678|CP1B1_HUMAN	 	 	 	 	23.6	543	60845	Cytochrome P450 1B1 OS=Homo sapiens (Human) OX=9606 GN=CYP1B1 PE=1 SV=2	18	18	1.000	18	18	18.000
5724	1	sp|Q16698|DECR_HUMAN	 	 	 	 	56.7	335	36067	2,4-dienoyl-CoA reductase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DECR1 PE=1 SV=1	85	85	1.000	85	85	85.000
5725	1	sp|Q16706|MA2A1_HUMAN	 	 	sp|P49641|MA2A2_HUMAN, sp|Q16706|MA2A1_HUMAN	 	27.8	1144	131139	Alpha-mannosidase 2 OS=Homo sapiens (Human) OX=9606 GN=MAN2A1 PE=1 SV=2	52	51	0.981	52	51	51.850
5726	1	sp|Q16718|NDUA5_HUMAN	 	 	 	 	64.7	116	13459	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens (Human) OX=9606 GN=NDUFA5 PE=1 SV=3	10	10	1.000	10	10	10.000
5727	1	sp|Q16719|KYNU_HUMAN	 	 	 	 	43.2	465	52351	Kynureninase OS=Homo sapiens (Human) OX=9606 GN=KYNU PE=1 SV=1	79	79	1.000	79	79	79.000
5728	1	sp|Q16739|CEGT_HUMAN	 	 	 	 	11.9	394	44853	Ceramide glucosyltransferase OS=Homo sapiens (Human) OX=9606 GN=UGCG PE=1 SV=1	6	6	1.000	6	6	6.000
5729	1	sp|Q16740|CLPP_HUMAN	 	 	 	 	29.2	277	30180	ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=CLPP PE=1 SV=1	15	15	1.000	15	15	15.000
5730	1	sp|Q16760|DGKD_HUMAN	 	 	 	 	4.4	1214	134524	Diacylglycerol kinase delta OS=Homo sapiens (Human) OX=9606 GN=DGKD PE=1 SV=4	5	5	1.000	5	5	5.000
5731	1	sp|Q16762|THTR_HUMAN	 	 	 	 	53.2	297	33429	Thiosulfate sulfurtransferase OS=Homo sapiens (Human) OX=9606 GN=TST PE=1 SV=4	54	54	1.000	54	54	54.000
5732	1	sp|Q16763|UBE2S_HUMAN	 	 	 	 	36.5	222	23845	Ubiquitin-conjugating enzyme E2 S OS=Homo sapiens (Human) OX=9606 GN=UBE2S PE=1 SV=2	10	10	1.000	10	10	10.000
5733	1	sp|Q16773|KAT1_HUMAN	 	 	sp|Q16773|KAT1_HUMAN, sp|Q6YP21|KAT3_HUMAN	 	10.2	422	47875	Kynurenine--oxoglutarate transaminase 1 OS=Homo sapiens (Human) OX=9606 GN=KYAT1 PE=1 SV=1	7	5	0.714	7	5	5.556
5734	1	sp|Q16774|KGUA_HUMAN	 	 	 	 	29.4	197	21725	Guanylate kinase OS=Homo sapiens (Human) OX=9606 GN=GUK1 PE=1 SV=2	5	5	1.000	5	5	5.000
5735	1	sp|Q16775|GLO2_HUMAN	 	 	 	 	30.2	308	33805	Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=HAGH PE=1 SV=2	15	15	1.000	15	15	15.000
5736	1	sp|Q16795|NDUA9_HUMAN	 	 	 	 	38.2	377	42509	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=NDUFA9 PE=1 SV=2	29	29	1.000	29	29	29.000
5738	1	sp|Q16831|UPP1_HUMAN	 	 	 	 	6.1	310	33934	Uridine phosphorylase 1 OS=Homo sapiens (Human) OX=9606 GN=UPP1 PE=1 SV=1	3	3	1.000	3	3	3.000
5739	1	sp|Q16836|HCDH_HUMAN	 	 	 	 	44.3	314	34293	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=HADH PE=1 SV=3	59	59	1.000	59	59	59.000
5740	1	sp|Q16850|CP51A_HUMAN	 	 	 	 	47.9	503	56805	Lanosterol 14-alpha demethylase OS=Homo sapiens (Human) OX=9606 GN=CYP51A1 PE=1 SV=3	41	41	1.000	41	41	41.000
5741	1	sp|Q16851|UGPA_HUMAN	 	 	 	 	58.7	508	56940	UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens (Human) OX=9606 GN=UGP2 PE=1 SV=5	136	136	1.000	136	136	136.000
5742	1	sp|Q16853|AOC3_HUMAN	 	 	 	 	2.0	763	84621	Membrane primary amine oxidase OS=Homo sapiens (Human) OX=9606 GN=AOC3 PE=1 SV=3	2	2	1.000	2	2	2.000
5743	1	sp|Q16854|DGUOK_HUMAN	 	 	 	 	17.7	277	32055	Deoxyguanosine kinase, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=DGUOK PE=1 SV=2	4	4	1.000	4	4	4.000
5744	1	sp|Q16864|VATF_HUMAN	 	 	 	 	33.6	119	13370	V-type proton ATPase subunit F OS=Homo sapiens (Human) OX=9606 GN=ATP6V1F PE=1 SV=2	6	6	1.000	6	6	6.000
5745	1	sp|Q16875|F263_HUMAN	 	 	sp|O60825|F262_HUMAN, sp|Q16875|F263_HUMAN, sp|Q16877|F264_HUMAN	 	15.6	520	59609	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3 OS=Homo sapiens (Human) OX=9606 GN=PFKFB3 PE=1 SV=1	10	6	0.600	10	6	7.267
5746	1	sp|Q16877|F264_HUMAN	 	 	sp|O60825|F262_HUMAN, sp|Q16875|F263_HUMAN, sp|Q16877|F264_HUMAN	 	6.6	469	54039	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 OS=Homo sapiens (Human) OX=9606 GN=PFKFB4 PE=2 SV=6	4	2	0.500	4	2	2.200
5747	1	sp|Q16881|TRXR1_HUMAN	 	 	 	 	28.2	649	70905	Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=TXNRD1 PE=1 SV=3	45	45	1.000	45	45	45.000
5748	1	sp|Q16890|TPD53_HUMAN	 	 	 	 	55.9	204	22449	Tumor protein D53 OS=Homo sapiens (Human) OX=9606 GN=TPD52L1 PE=1 SV=1	29	29	1.000	29	29	29.000
5749	1	sp|Q16891|MIC60_HUMAN	 	 	 	 	57.1	758	83677	MICOS complex subunit MIC60 OS=Homo sapiens (Human) OX=9606 GN=IMMT PE=1 SV=1	193	193	1.000	193	193	193.000
5750	1	sp|Q17R89|RHG44_HUMAN	 	 	 	 	3.9	818	89246	Rho GTPase-activating protein 44 OS=Homo sapiens (Human) OX=9606 GN=ARHGAP44 PE=1 SV=1	3	3	1.000	3	3	3.000
5751	1	sp|Q17RN3|FA98C_HUMAN	 	 	 	 	12.0	349	37329	Protein FAM98C OS=Homo sapiens (Human) OX=9606 GN=FAM98C PE=2 SV=1	3	3	1.000	3	3	3.000
5752	1	sp|Q17RS7|GEN_HUMAN	 	 	 	 	3.2	908	102883	Flap endonuclease GEN homolog 1 OS=Homo sapiens (Human) OX=9606 GN=GEN1 PE=1 SV=2	2	2	1.000	2	2	2.000
5753	1	sp|Q17RY0|CPEB4_HUMAN	 	 	 	 	5.2	729	80151	Cytoplasmic polyadenylation element-binding protein 4 OS=Homo sapiens (Human) OX=9606 GN=CPEB4 PE=1 SV=1	2	2	1.000	2	2	2.000
5754	1	sp|Q1ED39|KNOP1_HUMAN	 	 	 	 	18.3	458	51588	Lysine-rich nucleolar protein 1 OS=Homo sapiens (Human) OX=9606 GN=KNOP1 PE=1 SV=1	14	14	1.000	14	14	14.000
5755	1	sp|Q1KMD3|HNRL2_HUMAN	 	 	 	 	43.9	747	85104	Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens (Human) OX=9606 GN=HNRNPUL2 PE=1 SV=1	103	103	1.000	103	103	103.000
5756	1	sp|Q1L5Z9|LONF2_HUMAN	 	 	 	 	4.8	754	83653	LON peptidase N-terminal domain and RING finger protein 2 OS=Homo sapiens (Human) OX=9606 GN=LONRF2 PE=2 SV=3	5	5	1.000	5	5	5.000
5757	1	sp|Q27J81|INF2_HUMAN	 	 	sp|Q27J81|INF2_HUMAN, sp|Q9NW15|ANO10_HUMAN	 	19.4	1249	135623	Inverted formin-2 OS=Homo sapiens (Human) OX=9606 GN=INF2 PE=1 SV=2	50	49	0.980	50	49	49.831
5758	1	sp|Q29RF7|PDS5A_HUMAN	 	 	sp|Q29RF7|PDS5A_HUMAN, sp|Q9NTI5|PDS5B_HUMAN	 	34.0	1337	150828	Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens (Human) OX=9606 GN=PDS5A PE=1 SV=1	114	82	0.719	114	82	96.418
5759	1	sp|Q2KHR2|RFX7_HUMAN	 	 	sp|P48382|RFX5_HUMAN, sp|Q2KHR2|RFX7_HUMAN	 	4.0	1363	146894	DNA-binding protein RFX7 OS=Homo sapiens (Human) OX=9606 GN=RFX7 PE=1 SV=1	3	2	0.667	3	2	2.133
5760	1	sp|Q2KHR3|QSER1_HUMAN	 	 	sp|Q2KHR3|QSER1_HUMAN, sp|Q9ULL5|PRR12_HUMAN	 	5.5	1735	189970	Glutamine and serine-rich protein 1 OS=Homo sapiens (Human) OX=9606 GN=QSER1 PE=1 SV=3	9	8	0.889	9	8	8.444
5761	1	sp|Q2KHT3|CL16A_HUMAN	 	 	 	 	8.3	1053	117714	Protein CLEC16A OS=Homo sapiens (Human) OX=9606 GN=CLEC16A PE=1 SV=2	11	11	1.000	11	11	11.000
5762	1	sp|Q2LD37|K1109_HUMAN	 	 	 	 	1.0	5005	555475	Transmembrane protein KIAA1109 OS=Homo sapiens (Human) OX=9606 GN=KIAA1109 PE=1 SV=2	5	5	1.000	5	5	5.000
5763	1	sp|Q2M1P5|KIF7_HUMAN	 	 	sp|O75037|KI21B_HUMAN, sp|Q2M1P5|KIF7_HUMAN, sp|Q7Z4S6|KI21A_HUMAN, sp|Q86VH2|KIF27_HUMAN	 	5.4	1343	150585	Kinesin-like protein KIF7 OS=Homo sapiens (Human) OX=9606 GN=KIF7 PE=1 SV=2	4	3	0.750	4	3	3.083
5764	1	sp|Q2M2I8|AAK1_HUMAN	 	 	sp|Q2M2I8|AAK1_HUMAN, sp|Q9NSY1|BMP2K_HUMAN	 	11.3	961	103884	AP2-associated protein kinase 1 OS=Homo sapiens (Human) OX=9606 GN=AAK1 PE=1 SV=3	12	9	0.750	12	9	11.250
5765	1	sp|Q2M389|WASC4_HUMAN	 	 	 	 	23.4	1173	136402	WASH complex subunit 4 OS=Homo sapiens (Human) OX=9606 GN=WASHC4 PE=1 SV=2	47	47	1.000	47	47	47.000
5766	1	sp|Q2M7R5|YIBT_ECOLI	 	 	 	 	59.4	69	7995	Uncharacterized protein YibT OS=Escherichia coli (strain K12) OX=83333 GN=yibT PE=4 SV=1	12	12	1.000	12	12	12.000
5767	1	sp|Q2NKX8|ERC6L_HUMAN	 	 	 	 	15.0	1250	141101	DNA excision repair protein ERCC-6-like OS=Homo sapiens (Human) OX=9606 GN=ERCC6L PE=1 SV=1	26	26	1.000	26	26	26.000
5768	1	sp|Q2NL82|TSR1_HUMAN	 	 	 	 	26.4	804	91809	Pre-rRNA-processing protein TSR1 homolog OS=Homo sapiens (Human) OX=9606 GN=TSR1 PE=1 SV=1	42	42	1.000	42	42	42.000
5769	1	sp|Q2PPJ7|RGPA2_HUMAN	 	 	sp|Q2PPJ7|RGPA2_HUMAN, sp|Q6GYQ0|RGPA1_HUMAN	 	6.6	1873	210768	Ral GTPase-activating protein subunit alpha-2 OS=Homo sapiens (Human) OX=9606 GN=RALGAPA2 PE=1 SV=2	13	12	0.923	13	12	12.429
5770	1	sp|Q2PZI1|D19L1_HUMAN	 	 	 	 	11.6	675	77318	Probable C-mannosyltransferase DPY19L1 OS=Homo sapiens (Human) OX=9606 GN=DPY19L1 PE=2 SV=1	17	17	1.000	17	17	17.000
5771	1	sp|Q2T9J0|TYSD1_HUMAN	 	 	 	 	4.9	566	59308	Peroxisomal leader peptide-processing protease OS=Homo sapiens (Human) OX=9606 GN=TYSND1 PE=1 SV=3	2	2	1.000	2	2	2.000
5772	1	sp|Q2TAA2|IAH1_HUMAN	 	 	 	 	16.1	248	27598	Isoamyl acetate-hydrolyzing esterase 1 homolog OS=Homo sapiens (Human) OX=9606 GN=IAH1 PE=1 SV=1	6	6	1.000	6	6	6.000
