New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_GMHJYZ_human_ecoli	Unique_GMHJYZ_human_ecoli	Corrected_GMHJYZ_human_ecoli	PSMs_Used_GMHJYZ_human_ecoli	TotInt_126C_GMHJYZ_human_ecoli	TotInt_127N_GMHJYZ_human_ecoli	TotInt_127C_GMHJYZ_human_ecoli	TotInt_128N_GMHJYZ_human_ecoli	TotInt_128C_GMHJYZ_human_ecoli	TotInt_129N_GMHJYZ_human_ecoli	TotInt_129C_GMHJYZ_human_ecoli	TotInt_130N_GMHJYZ_human_ecoli	TotInt_130C_GMHJYZ_human_ecoli	TotInt_131N_GMHJYZ_human_ecoli	TotInt_131C_GMHJYZ_human_ecoli
3919	1	sp|P46926|GNPI1_HUMAN	 	 	sp|P46926|GNPI1_HUMAN, sp|Q8TDQ7|GNPI2_HUMAN	 	55.4	289	32668	Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens (Human) OX=9606 GN=GNPDA1 PE=1 SV=1	32	25	0.781	32	25	30.833	25	5724587.862304	5711868.024413	5714922.451173	6189262.7675789995	6399834.613281	7152409.486331001	5621581.4570309995	5274590.289063001	4735294.789063999	4937807.3671900015	27303.947752
3920	1	sp|P46934|NEDD4_HUMAN	 	 	sp|P46934|NEDD4_HUMAN, sp|Q96PU5|NED4L_HUMAN	 	8.4	1319	149113	E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens (Human) OX=9606 GN=NEDD4 PE=1 SV=4	14	8	0.571	14	8	10.286	8	6094786.938477	6214262.181154	6290993.943359001	6490509.222169001	6004764.166505	7638118.48877	5303926.419922	4331470.980469	5140369.075685	5067726.302246001	190636.32153400002
3921	1	sp|P46939|UTRO_HUMAN	 	 	REV_Q9HD67, sp|P46939|UTRO_HUMAN	 	20.6	3433	394462	Utrophin OS=Homo sapiens (Human) OX=9606 GN=UTRN PE=1 SV=2	87	86	0.989	87	86	86.989	86	10156041.146977	9492444.330572	9968013.840336002	10422725.971683001	10288613.167240001	10771508.713865997	9653776.186038999	7991265.9040560005	8974771.292238997	8656117.560059998	184991.12939500003
3922	1	sp|P46940|IQGA1_HUMAN	 	 	sp|P46940|IQGA1_HUMAN, sp|Q13576|IQGA2_HUMAN, sp|Q86VI3|IQGA3_HUMAN	 	62.0	1657	189250	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens (Human) OX=9606 GN=IQGAP1 PE=1 SV=1	403	385	0.955	403	385	401.108	385	148939083.39844504	126608110.49487907	132433836.48609696	142357405.57593206	138005029.95605895	154259712.74243504	134545975.89966097	110529831.17359503	120558308.33960897	113362332.660651	2393388.9347559996
3923	1	sp|P46976|GLYG_HUMAN	 	 	 	 	17.7	350	39383	Glycogenin-1 OS=Homo sapiens (Human) OX=9606 GN=GYG1 PE=1 SV=4	15	15	1.000	15	15	15.000	15	8210871.667969	7611223.060548001	7875859.131836	9665094.513672	9920466.057617001	9597764.863282997	8499293.442382	8291173.054687998	8549639.535155999	8585075.610350998	432695.59399400005
3924	1	sp|P46977|STT3A_HUMAN	 	 	sp|P46977|STT3A_HUMAN, sp|Q8TCJ2|STT3B_HUMAN	 	28.1	705	80529	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens (Human) OX=9606 GN=STT3A PE=1 SV=2	74	72	0.973	74	72	73.161	72	36619361.18835901	30437470.468749	35660311.339358	34867005.055420004	35521256.326418996	36146328.901858	31844412.727295	25951887.740722995	30783774.129153997	26431516.971681003	673144.993529
3925	1	sp|P47736|RPGP1_HUMAN	 	 	 	 	2.9	663	73361	Rap1 GTPase-activating protein 1 OS=Homo sapiens (Human) OX=9606 GN=RAP1GAP PE=1 SV=2	2	2	1.000	2	2	2.000	2	127272.101563	111233.304687	139706.140625	137138.976563	139590.492188	140877.742188	119474.894532	100775.978516	111775.792969	96920.175781	4464.670533
3926	1	sp|P47755|CAZA2_HUMAN	 	 	sp|P47755|CAZA2_HUMAN, sp|P52907|CAZA1_HUMAN	 	65.4	286	32949	F-actin-capping protein subunit alpha-2 OS=Homo sapiens (Human) OX=9606 GN=CAPZA2 PE=1 SV=3	62	21	0.339	62	21	36.655	21	2168613.102539	1952802.6157220004	2158527.0224599997	2435852.4399409997	2516510.0688480004	2444598.136721	2152479.76172	1846186.418213	2244772.6167019997	1986400.1626000002	23456.768554000002
3927	1	sp|P47756|CAPZB_HUMAN	 	 	 	 	44.4	277	31350	F-actin-capping protein subunit beta OS=Homo sapiens (Human) OX=9606 GN=CAPZB PE=1 SV=4	77	77	1.000	77	77	77.000	77	64060533.897952	55710351.867189	62941346.49414099	68603641.94335799	71069130.53222698	67569514.860841	66247537.03711201	52697266.25537	62680239.44238001	52621897.653811	777263.921876
3928	1	sp|P47813|IF1AX_HUMAN	 	 	 	 	42.4	144	16460	Eukaryotic translation initiation factor 1A, X-chromosomal OS=Homo sapiens (Human) OX=9606 GN=EIF1AX PE=1 SV=2	37	37	1.000	37	37	37.000	37	19308950.191409994	18042268.886720996	18311031.957032	20909148.970702004	19635333.453127995	21512643.589844998	17855679.318361	14572933.83203	15910725.498047998	15207628.445313998	504064.548704
3929	1	sp|P47895|AL1A3_HUMAN	 	 	sp|P00352|AL1A1_HUMAN, sp|P05091|ALDH2_HUMAN, sp|P30837|AL1B1_HUMAN, sp|P47895|AL1A3_HUMAN, sp|P80668|FEAB_ECOLI	 	5.3	512	56108	Aldehyde dehydrogenase family 1 member A3 OS=Homo sapiens (Human) OX=9606 GN=ALDH1A3 PE=1 SV=2	6	1	0.167	6	1	1.105	1	13723.323241999999	18745.322266	18926.429688	22049.511719	17767.033203	20487.212891	17579.447266	17948.171875	16855.322266	18730.644531	500.0
3930	1	sp|P47897|SYQ_HUMAN	 	 	sp|P07814|SYEP_HUMAN, sp|P47897|SYQ_HUMAN	 	44.9	775	87798	Glutamine--tRNA ligase OS=Homo sapiens (Human) OX=9606 GN=QARS1 PE=1 SV=1	90	87	0.967	90	87	87.926	87	22432532.747801997	21459861.509281002	23530774.96167	24636002.241213	24199311.201171998	25776845.221681	22423469.660154995	19077797.557863005	20586845.787596002	19275955.137696993	295668.413757
3931	1	sp|P47914|RL29_HUMAN	 	 	 	 	14.5	159	17752	60S ribosomal protein L29 OS=Homo sapiens (Human) OX=9606 GN=RPL29 PE=1 SV=2	10	10	1.000	10	10	10.000	10	16079467.438477	11359869.933595	16924077.496094	20840056.771484002	18209010.871093	18201205.619141	18293505.294921998	15924486.945313	20988758.103516	15155202.840821	123497.984131
3932	1	sp|P47974|TISD_HUMAN	 	 	 	 	4.5	494	51062	mRNA decay activator protein ZFP36L2 OS=Homo sapiens (Human) OX=9606 GN=ZFP36L2 PE=1 SV=3	2	2	1.000	2	2	2.000	2	15603.991211	19514.379882999998	19470.325195999998	23669.010743	23332.944824	20653.850586	19856.380858999997	22605.17334	30177.986816	25965.450684	500.0
3933	1	sp|P47985|UCRI_HUMAN	 	 	 	 	41.6	274	29668	Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=UQCRFS1 PE=1 SV=2	44	44	1.000	44	44	44.000	44	16647530.912109999	14781761.663329998	16680732.000487003	17722046.760010995	16641318.281738004	18893059.177493002	15302731.518310001	12163034.611694997	13393729.791136999	12082496.681151	291362.53247100004
3934	1	sp|P48047|ATPO_HUMAN	 	 	 	 	61.0	213	23277	ATP synthase subunit O, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=ATP5PO PE=1 SV=1	79	79	1.000	79	79	79.000	79	42286662.165283985	41332326.71484501	42674120.83300598	48635990.72168401	44861278.733887	51778144.379393004	41686220.03003197	34934582.23706099	40935851.88525401	35205976.281256005	589657.634583
3935	1	sp|P48059|LIMS1_HUMAN	 	 	 	 	16.3	325	37251	LIM and senescent cell antigen-like-containing domain protein 1 OS=Homo sapiens (Human) OX=9606 GN=LIMS1 PE=1 SV=4	9	9	1.000	9	9	9.000	9	3922909.015137	2949993.592286	3674853.154297	3665025.012695	4252701.507813	3862988.705078	3422005.621582	2723748.7958980002	2981745.083985	2934912.433106	37614.26025399999
3936	1	sp|P48067|SC6A9_HUMAN	 	 	 	 	4.5	706	78259	Sodium- and chloride-dependent glycine transporter 1 OS=Homo sapiens (Human) OX=9606 GN=SLC6A9 PE=1 SV=3	2	2	1.000	2	2	2.000	2	45874.572266	36321.77832	42945.458985000005	49865.322266	47818.496094	49952.379883	42014.566407	41877.563476	42817.591307999995	42778.863769	500.0
3937	1	sp|P48147|PPCE_HUMAN	 	 	 	 	47.9	710	80699	Prolyl endopeptidase OS=Homo sapiens (Human) OX=9606 GN=PREP PE=1 SV=2	96	96	1.000	96	96	96.000	96	33740363.665773	34226707.43115301	33299117.967530992	40887776.486331984	41885864.02392499	43828888.41308801	37699854.07788201	36945056.19067798	39972754.698734	36626276.698976	825442.2076409999
3938	1	sp|P48163|MAOX_HUMAN	 	 	 	 	42.1	572	64149	NADP-dependent malic enzyme OS=Homo sapiens (Human) OX=9606 GN=ME1 PE=1 SV=1	48	48	1.000	48	48	48.000	48	8405879.815186001	7998830.476809	8194979.792357002	8956921.815185	8955044.809083	9355183.391848998	8257339.594362001	6503512.151369998	7272932.983889999	6708675.342774002	111190.49011299999
3939	1	sp|P48169|GBRA4_HUMAN	 	 	 	 	6.0	554	61622	Gamma-aminobutyric acid receptor subunit alpha-4 OS=Homo sapiens (Human) OX=9606 GN=GABRA4 PE=2 SV=2	2	2	1.000	2	2	2.000	2	52058.685547	54333.209961	70578.591797	65025.791992	70138.48242199999	57354.551758	62771.917480000004	45949.250975999996	48850.712890999996	51104.996093999995	2013.40271
3940	1	sp|P48200|IREB2_HUMAN	 	 	 	 	21.0	963	105057	Iron-responsive element-binding protein 2 OS=Homo sapiens (Human) OX=9606 GN=IREB2 PE=1 SV=4	23	23	1.000	23	23	23.000	23	1924715.4306630008	2248098.415346	2117742.002932	2474138.332274	2179822.975587	2283500.182375	2041958.891116	2002979.2390160002	2438424.7229009997	2052072.1411140005	88079.59197999998
3941	1	sp|P48382|RFX5_HUMAN	 	 	sp|P48382|RFX5_HUMAN, sp|Q2KHR2|RFX7_HUMAN	 	11.2	616	65322	DNA-binding protein RFX5 OS=Homo sapiens (Human) OX=9606 GN=RFX5 PE=1 SV=1	14	13	0.929	14	13	13.867	13	1345082.381838	1252360.611328	1261162.704103	1507771.7324219998	1463001.8925779997	1610779.0136739998	1379689.6816429999	1178089.9892580002	1242739.695314	1178955.7392590002	29998.31897
3942	1	sp|P48426|PI42A_HUMAN	 	 	sp|P48426|PI42A_HUMAN, sp|P78356|PI42B_HUMAN, sp|Q8TBX8|PI42C_HUMAN	 	39.2	406	46224	Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha OS=Homo sapiens (Human) OX=9606 GN=PIP4K2A PE=1 SV=2	43	21	0.488	43	21	38.996	21	8466738.463867001	7598175.66211	9743485.201417	11200951.662353002	10164262.576905001	10470782.233398998	9026157.43213	7406372.137694	7759476.172118	7619824.409179	168821.939942
3943	1	sp|P48444|COPD_HUMAN	 	 	 	 	49.5	511	57210	Coatomer subunit delta OS=Homo sapiens (Human) OX=9606 GN=ARCN1 PE=1 SV=1	105	105	1.000	105	105	105.000	105	31579734.81421299	29234678.490726996	33245168.705567006	33807298.31738199	33980306.747073	34951564.074219994	31977942.463138003	25652499.323248997	29243124.370242983	25600054.217533994	580535.212648
3944	1	sp|P48449|ERG7_HUMAN	 	 	 	 	44.0	732	83308	Lanosterol synthase OS=Homo sapiens (Human) OX=9606 GN=LSS PE=1 SV=1	60	60	1.000	60	60	60.000	60	14117108.219484	13296510.176758995	13426540.454349997	15067788.171143996	14927211.569337001	15913712.330078999	13388071.798828	11101797.507815998	12959413.250489	12138321.026122998	182341.44299500002
3945	1	sp|P48454|PP2BC_HUMAN	 	 	sp|P16298|PP2BB_HUMAN, sp|P48454|PP2BC_HUMAN, sp|Q08209|PP2BA_HUMAN	 	12.7	512	58129	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform OS=Homo sapiens (Human) OX=9606 GN=PPP3CC PE=1 SV=3	14	6	0.429	14	6	7.655	6	516452.872681	456258.039552	494666.42334	555273.8044439999	510206.132446	559517.3486329999	619101.5340570001	404388.145264	754014.783936	457790.806641	28781.969238
3946	1	sp|P48506|GSH1_HUMAN	 	 	 	 	24.8	637	72765	Glutamate--cysteine ligase catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=GCLC PE=1 SV=2	26	26	1.000	26	26	26.000	26	2967106.4370099995	2875237.529785	2868702.228515	3080509.4011230003	3369910.6459949994	3414139.1806630003	2729276.5791030005	2520290.754639	2874129.493164	2577119.813965	67527.06591800001
3947	1	sp|P48507|GSH0_HUMAN	 	 	 	 	36.5	274	30727	Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens (Human) OX=9606 GN=GCLM PE=1 SV=1	15	15	1.000	15	15	15.000	15	1615458.957033	1643691.410156	1817563.1611330002	1973532.202149	1921566.185546	2001896.5625	1642188.2841810002	1679784.059572	1715659.857423	1647425.7060560002	32877.699708
3948	1	sp|P48509|CD151_HUMAN	 	 	 	 	13.0	253	28295	CD151 antigen OS=Homo sapiens (Human) OX=9606 GN=CD151 PE=1 SV=3	7	7	1.000	7	7	7.000	7	1409777.112794	1314914.408693	1393517.887208	1257326.9965819998	1587849.4233400002	1667858.1699219998	1163368.467285	930411.9807140001	1109773.767579	1073580.199217	35049.772704999996
3949	1	sp|P48552|NRIP1_HUMAN	 	 	sp|P48552|NRIP1_HUMAN, sp|Q09666|AHNK_HUMAN	 	6.1	1158	126940	Nuclear receptor-interacting protein 1 OS=Homo sapiens (Human) OX=9606 GN=NRIP1 PE=1 SV=2	9	6	0.667	9	6	6.021	6	218948.992188	235095.442383	210366.56542899998	224725.606446	236115.460939	257649.732423	245717.58691399998	199279.29003899998	308150.695312	197167.456054	3168.38562
3950	1	sp|P48553|TPC10_HUMAN	 	 	 	 	10.7	1259	142187	Trafficking protein particle complex subunit 10 OS=Homo sapiens (Human) OX=9606 GN=TRAPPC10 PE=1 SV=2	20	20	1.000	20	20	20.000	20	1987401.9457999999	2003393.9682610002	1883640.839844	2272738.968264	2162199.6616220004	2645734.36719	2151955.16455	1991052.833008	2454136.8984410004	2607708.546877	31866.737671
3951	1	sp|P48556|PSMD8_HUMAN	 	 	 	 	31.7	350	39611	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens (Human) OX=9606 GN=PSMD8 PE=1 SV=2	41	41	1.000	41	41	41.000	41	9913439.802491	9821353.119874997	9515875.060059002	11238899.063719999	11288615.931153996	11344258.133299999	9791741.074465001	9096368.932007002	9798555.053346999	8988236.986939	169592.246338
3952	1	sp|P48634|PRC2A_HUMAN	 	 	sp|P48634|PRC2A_HUMAN, sp|Q5JSZ5|PRC2B_HUMAN, sp|Q9Y520|PRC2C_HUMAN	 	9.4	2157	228860	Protein PRRC2A OS=Homo sapiens (Human) OX=9606 GN=PRRC2A PE=1 SV=3	25	21	0.840	25	21	22.479	21	8021102.544433999	8307981.1567400005	7845099.650878999	12624484.367675	12068117.279296998	10275230.265137	10125035.949219001	14602666.399903	11071593.164551998	12546027.674805999	158276.46740700002
3953	1	sp|P48637|GSHB_HUMAN	 	 	 	 	52.5	474	52384	Glutathione synthetase OS=Homo sapiens (Human) OX=9606 GN=GSS PE=1 SV=1	79	79	1.000	79	79	79.000	79	29627428.266602	28580047.211424004	29070365.741214994	30845902.159674	30945657.83203399	33981877.041017994	28414683.60449599	24060352.32373	24804325.826174	23409872.349607006	539499.125305
3954	1	sp|P48643|TCPE_HUMAN	 	 	sp|P48643|TCPE_HUMAN, sp|P50991|TCPD_HUMAN	 	55.5	541	59670	T-complex protein 1 subunit epsilon OS=Homo sapiens (Human) OX=9606 GN=CCT5 PE=1 SV=1	251	236	0.940	251	236	245.806	236	107289019.73291297	96520409.07715496	105908366.55443901	111248891.14039108	110015718.912598	116854937.760503	101212750.31275003	89603041.326174	94266565.59350805	88263006.75268598	1796191.1069330003
3955	1	sp|P48651|PTSS1_HUMAN	 	 	 	 	13.3	473	55527	Phosphatidylserine synthase 1 OS=Homo sapiens (Human) OX=9606 GN=PTDSS1 PE=1 SV=1	7	7	1.000	7	7	7.000	7	3386271.004883	2787927.957764	3115230.455932	3380826.103515	3138943.400391	3467968.481201	3179684.893555	2374213.626953	3133617.1848139996	2613072.298096	110022.51415900001
3956	1	sp|P48723|HSP13_HUMAN	 	 	 	 	10.8	471	51927	Heat shock 70 kDa protein 13 OS=Homo sapiens (Human) OX=9606 GN=HSPA13 PE=1 SV=1	9	9	1.000	9	9	9.000	9	536685.4951160001	544774.3925780001	555350.678712	584933.564454	651521.05664	663642.171875	511969.27246	492745.75292800006	520864.8076170001	499281.015624	19844.73877
3957	1	sp|P48729|KC1A_HUMAN	 	 	 	 	44.5	337	38914	Casein kinase I isoform alpha OS=Homo sapiens (Human) OX=9606 GN=CSNK1A1 PE=1 SV=2	58	58	1.000	58	58	58.000	58	22815914.629396	22406667.608887	23390162.441895	25965079.463382002	24749278.174806	28864900.847167004	22187585.989748	18537324.685060002	19535176.556638997	18373684.157472	532225.1367179999
3958	1	sp|P48735|IDHP_HUMAN	 	 	 	 	42.7	452	50909	Isocitrate dehydrogenase [NADP], mitochondrial OS=Homo sapiens (Human) OX=9606 GN=IDH2 PE=1 SV=2	178	178	1.000	178	178	178.000	178	72475230.59972902	64359657.85248101	68623880.56616399	70484436.98462299	71547027.73278703	80641473.49584898	66255866.899656	57314058.42761101	59908404.65502899	55273936.25622299	1441193.927062
3959	1	sp|P48736|PK3CG_HUMAN	 	 	 	 	6.4	1102	126452	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform OS=Homo sapiens (Human) OX=9606 GN=PIK3CG PE=1 SV=3	7	7	1.000	7	7	7.000	7	263645.100587	293859.10546900006	272061.196289	290705.152345	260363.851564	288140.70605399995	294063.34179800004	267699.359375	388665.499025	317603.059571	4164.46582
3960	1	sp|P48739|PIPNB_HUMAN	 	 	sp|P48739|PIPNB_HUMAN, sp|Q00169|PIPNA_HUMAN	 	51.7	271	31540	Phosphatidylinositol transfer protein beta isoform OS=Homo sapiens (Human) OX=9606 GN=PITPNB PE=1 SV=2	48	43	0.896	48	43	45.688	43	10577237.033203002	9745351.123045998	10634359.882813998	12328991.352539998	12630923.929199	12270382.001953	11568301.367188998	10725978.362793002	13577644.218754992	11373441.718753997	337871.314822
3961	1	sp|P48960|CD97_HUMAN	 	 	 	 	4.4	835	91868	CD97 antigen OS=Homo sapiens (Human) OX=9606 GN=CD97 PE=1 SV=4	5	5	1.000	5	5	5.000	5	230002.982422	289572.839842	194009.212891	305955.4375	248641.394531	246114.867188	246308.374999	151500.175781	200875.417969	198884.359375	4996.979735999999
3962	1	sp|P49005|DPOD2_HUMAN	 	 	 	 	23.9	469	51289	DNA polymerase delta subunit 2 OS=Homo sapiens (Human) OX=9606 GN=POLD2 PE=1 SV=1	17	17	1.000	17	17	17.000	17	5666989.958984001	5266683.529297001	5766868.052734	6235085.642579	6160633.326172001	6531869.361328	5464218.751952999	5652716.649414999	6218189.56836	5629361.615236	243288.020263
3963	1	sp|P49006|MRP_HUMAN	 	 	sp|P29966|MARCS_HUMAN, sp|P49006|MRP_HUMAN	 	8.7	195	19529	MARCKS-related protein OS=Homo sapiens (Human) OX=9606 GN=MARCKSL1 PE=1 SV=2	7	6	0.857	7	6	6.857	6	7068251.580078	7586257.597656	5427100.604491999	9865162.810547	9313429.96875	8740291.168945	9118071.003906	7996020.907227	10956816.665039	6013258.21875	275102.15332
3964	1	sp|P49023|PAXI_HUMAN	 	 	 	 	18.8	591	64505	Paxillin OS=Homo sapiens (Human) OX=9606 GN=PXN PE=1 SV=3	24	24	1.000	24	24	24.000	24	9441672.602537	8311514.362307001	9684935.7959	10378903.878906	10255241.377931999	10072295.728516001	9209980.894534	7242074.707032001	8552743.011718	7684986.783203	308484.48242200003
3965	1	sp|P49069|CAMLG_HUMAN	 	 	 	 	23.0	296	32952	Calcium signal-modulating cyclophilin ligand OS=Homo sapiens (Human) OX=9606 GN=CAMLG PE=1 SV=1	6	6	1.000	6	6	6.000	6	455915.144531	422532.78125	447674.140626	487074.296876	463425.52832100005	481084.380859	412633.735352	390067.92382900004	395815.345702	412912.398438	2429.246826
3966	1	sp|P49116|NR2C2_HUMAN	 	 	sp|P13056|NR2C1_HUMAN, sp|P49116|NR2C2_HUMAN	 	21.8	596	65414	Nuclear receptor subfamily 2 group C member 2 OS=Homo sapiens (Human) OX=9606 GN=NR2C2 PE=1 SV=1	14	10	0.714	14	10	13.077	10	980771.178711	967544.3217789999	894832.1318369999	978206.3344720001	1142843.5183109997	1123796.7197270002	960756.666993	791539.670654	988878.1335449999	870921.3862310001	6279.245239
3967	1	sp|P49137|MAPK2_HUMAN	 	 	sp|P49137|MAPK2_HUMAN, sp|P51817|PRKX_HUMAN, sp|Q16644|MAPK3_HUMAN	 	37.8	400	45567	MAP kinase-activated protein kinase 2 OS=Homo sapiens (Human) OX=9606 GN=MAPKAPK2 PE=1 SV=1	42	30	0.714	42	30	39.255	30	3715083.9184570005	3363101.534669	3442346.935058	3702506.170899	3560678.743654	4073108.4418970007	3392576.945313	3076533.921389	3259045.283204	3358836.1689450005	72505.36615
3968	1	sp|P49189|AL9A1_HUMAN	 	 	 	 	33.6	494	53801	4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens (Human) OX=9606 GN=ALDH9A1 PE=1 SV=3	49	49	1.000	49	49	49.000	49	10561194.976565	9618184.032471001	10334948.194092002	11066223.391111001	11014232.487792004	11982044.159672996	10406412.561280997	8190873.348386	9845086.401858002	8839296.263673998	243975.650392
3969	1	sp|P49207|RL34_HUMAN	 	 	 	 	29.1	117	13293	60S ribosomal protein L34 OS=Homo sapiens (Human) OX=9606 GN=RPL34 PE=1 SV=3	34	34	1.000	34	34	34.000	34	23524393.381834004	23101183.652343	24076032.91748	28565288.191896	23276422.937743	25780748.844237998	22032764.468507	18512251.845461	20558834.719728	17156973.043216996	225710.319458
3970	1	sp|P49247|RPIA_HUMAN	 	 	 	 	36.7	311	33269	Ribose-5-phosphate isomerase OS=Homo sapiens (Human) OX=9606 GN=RPIA PE=1 SV=3	25	25	1.000	25	25	25.000	25	1821355.3925800002	1655973.5908210003	1805604.8388669998	2105072.8945319997	2050196.0327160002	2297062.251953	1752901.4667969998	1644259.6855490003	1740567.969971	1644036.3017570004	27941.148559999998
3971	1	sp|P49257|LMAN1_HUMAN	 	 	 	 	44.9	510	57548	Protein ERGIC-53 OS=Homo sapiens (Human) OX=9606 GN=LMAN1 PE=1 SV=2	39	39	1.000	39	39	39.000	39	9452437.888674	9227068.747072	9073687.150391001	9180786.770510998	8806280.145509	10253979.726563001	7887828.727539999	7112151.0371079985	7904936.8964869995	7146351.079102	271890.50805800006
3972	1	sp|P49321|NASP_HUMAN	 	 	 	 	47.5	788	85237	Nuclear autoantigenic sperm protein OS=Homo sapiens (Human) OX=9606 GN=NASP PE=1 SV=2	132	132	1.000	132	132	132.000	132	65518163.44738699	59742588.697759025	62182939.06164199	65273951.08300899	65651791.08374301	71164426.46350303	61213903.88562201	49212226.63354699	59094841.636842005	50288098.32824701	1123178.277223
3973	1	sp|P49327|FAS_HUMAN	 	 	sp|P28340|DPOD1_HUMAN, sp|P49327|FAS_HUMAN	 	54.6	2511	273423	Fatty acid synthase OS=Homo sapiens (Human) OX=9606 GN=FASN PE=1 SV=3	984	978	0.994	984	978	983.637	974	547900217.8781779	481712561.1292275	520189706.3659942	563520129.4707204	562159034.5716658	593896368.5759437	499215508.8260673	417210821.68671846	476352971.19398177	429572988.77332574	8679226.700250996
3974	1	sp|P49354|FNTA_HUMAN	 	 	 	 	26.6	379	44408	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Homo sapiens (Human) OX=9606 GN=FNTA PE=1 SV=1	16	16	1.000	16	16	16.000	16	1710271.8828119999	1436269.308596	1694110.8984380001	1729587.533203	1818076.1035169999	1810750.701171	1533344.9062510002	1322039.595704	1477500.3164060002	1325948.603519	29766.072388000004
3975	1	sp|P49356|FNTB_HUMAN	 	 	 	 	8.9	437	48773	Protein farnesyltransferase subunit beta OS=Homo sapiens (Human) OX=9606 GN=FNTB PE=1 SV=1	2	2	1.000	2	2	2.000	2	191425.710937	143218.824219	174754.296875	166516.683594	212629.128906	190201.683594	159376.605469	167058.238282	165590.847656	177214.042969	500.0
3976	1	sp|P49366|DHYS_HUMAN	 	 	 	 	53.1	369	40970	Deoxyhypusine synthase OS=Homo sapiens (Human) OX=9606 GN=DHPS PE=1 SV=1	31	31	1.000	31	31	31.000	31	5288513.079104	4469551.83496	5122411.5564	4760511.381837002	5876508.635252001	5073943.694824002	4676526.670169	3909819.168455	4551691.832522001	4134851.5583510003	158585.872927
